"School ID","School Ministry Number","School Name","Year Established","School Classification","Education Office","District Name","Administrative Region","Administrative Contry","Administrative Centers","School Address","School Phone","School Fax","Study Level","School Gender","Student Count","Saudi Student Count","NonSaudi Student Count","Teachers Count","Saudi Teacher Count","NonSaudi Teacher Count","Classes Count"
"30294","88763","hakamat al-dagareer elementary school","1395","حكومي","مكتب التربية والتعليم بصامطة","الإدارة العامة للتربية والتعليم بمنطقة جازان","جازان","صامطة","صامطة","حاكمة الدغارير","88763@jazanedu.gov.sa","073196911","0","المرحلة الابتدائية","بنات","204","172","32","26","26","0","12"
"10176","47371","ALJAZERA SCHOOL","","حكومي","مكتب التربية والتعليم شمال بريدة","الإدارة العامة للتربية والتعليم بمنطقة القصيم","القصيم","بريدة","بريدة","القصيم-بريدة-الفايزية","i-aljazirah@qbe.gov.sa","3840733","0","المرحلة المتوسطة","بنين","274","257","17","22","22","0","12"
"43300","71312","AlQahmh School of older women","","?????","?????","??????? ?????? ??????? ???????? ??????? ????? ????","????","?????","?????","","","","","????? ????","????","20","20","0","5","5","0","3"
"23161","73857","ALKHURAIZAH","1428","حكومي","مكتب التربية والتعليم بالشمال","الإدارة العامة للتربية والتعليم بمنطقة حائل","حائل","حائل","الخطة","الخريزة","b73857@hailsa.gov.sa","5957584","0","المرحلة الابتدائية","بنين","7","7","0","5","5","0","4"
"12833","93298","Ohd","1411","حكومي","مكتب التربية والتعليم بنجران","الإدارة العامة للتربية والتعليم بمنطقة نجران","نجران","نجران","نجران","حي الفهد","fdsag12345@hotmail.com","075220408","","المرحلة المتوسطة","بنين","342","316","26","23","23","0","12"
"28073","58689","THE FIRST ELEMENTARY SCHOOL FOR THE HOLY QURAN MEMORIZATION AT ALJESHA","1418","Ш­ЩѓЩ€Щ…ЩЉ","Щ…ЩѓШЄШЁ Ш§Щ„ШЄШ±ШЁЩЉШ© Щ€Ш§Щ„ШЄШ№Щ„ЩЉЩ… ШЁШ§Щ„Щ‚Ш±Щ‰","Ш§Щ„ШҐШЇШ§Ш±Ш© Ш§Щ„Ш№Ш§Щ…Ш© Щ„Щ„ШЄШ±ШЁЩЉШ© Щ€Ш§Щ„ШЄШ№Щ„ЩЉЩ… ШЁЩ…Ш­Ш§ЩЃШёШ© Ш§Щ„Ш§Ш­ШіШ§ШЎ","Ш§Щ„ШґШ±Щ‚ЩЉШ©","Ш§Щ„ШҐШ­ШіШ§ШЎ","Ш§Щ„ШЈШ­ШіШ§ШЎ","Ш§Щ„Ш­ЩЉ Ш§Щ„ШєШ±ШЁЩЉ (Щ‚Ш±ЩЉШ© Ш§Щ„Ш¬ШґШ©)","p58689@hasaedu.info","5394785","0","Ш§Щ„Щ…Ш±Ш­Щ„Ш© Ш§Щ„Ш§ШЁШЄШЇШ§Ш¦ЩЉШ©","ШЁЩ†Ш§ШЄ","116","109","7","22","22","0","6"
"1149","33015","Ishbelia secondary school","1424","حكومي","مكتب التربية والتعليم بوسط جدة","الإدارة العامة للتربية والتعليم بمحافظة جدة","مكة المكرمة","جده","جدة","العزيزية","33015@jedu.gov.sa","6707741","6707741","المرحلة الثانوية","بنين","443","186","257","44","44","0","18"
"43300","71312","AlQahmh School of older women","","Ш­ЩѓЩ€Щ…ЩЉ","Ш§Щ„ШЁШ±Щѓ","Ш§Щ„ШҐШЇШ§Ш±Ш© Ш§Щ„Ш№Ш§Щ…Ш© Щ„Щ„ШЄШ±ШЁЩЉШ© Щ€Ш§Щ„ШЄШ№Щ„ЩЉЩ… ШЁЩ…Ш­Ш§ЩЃШёШ© Щ…Ш­Ш§ЩЉЩ„ Ш№ШіЩЉШ±","Ш№ШіЩЉШ±","Ш§Щ„ШЁШ±Щѓ","Ш§Щ„ШЁШ±Щѓ","","","","","ШЄШ№Щ„ЩЉЩ… ЩѓШЁШ§Ш±","ШЁЩ†Ш§ШЄ","20","20","0","5","5","0","3"
"21442","53214","ALMADINAH ALMONAWARAH ELEMENTARY SCHOOL","","حكومي","مكتب التربية والتعليم بغرب الدمام","الإدارة العامة للتربية والتعليم بالمنطقة الشرقية","الشرقية","الدمام","الدمام","الدمام - مخطط ب/71","edpg124@schooleast.net","8203725","8203725","المرحلة الابتدائية","بنين","633","523","110","37","37","0","18"
"20911","47145","EIementary school AL-HEDIAH","","حكومي","مكتب التربية والتعليم شرق بريدة","الإدارة العامة للتربية والتعليم بمنطقة القصيم","القصيم","بريدة","بريدة","القصيم-بريدة-الهدية","p-arifih@qbe.gov.sa","3259505","","المرحلة الابتدائية","بنين","47","43","4","10","10","0","6"
"46370","73579","almhfer","1409","حكومي","مكتب التربية والتعليم بالشملي","الإدارة العامة للتربية والتعليم بمنطقة حائل","حائل","حائل","المحفر","","","","","تعليم كبار","بنين","9","9","0","3","3","0","1"
"29760","80220","The Primary School of Om Habiba Addousia in Turubat Alkhayala","1416","حكومي","مكتب التربية والتعليم بالقرى","الإدارة العامة للتربية والتعليم بمنطقة الباحة","الباحة","القرى","تربة الخيالة","تربة الخيالة","koook02@hotmail.com","7532794","0","المرحلة الابتدائية","بنات","24","24","0","13","13","0","6"
"52186","172503","Alfaraah optical disasility programe","1435","Ш­ЩѓЩ€Щ…ЩЉ","Ш§ШЇШ§Ш±Ш© Ш§Щ„ШЄШ±ШЁЩЉШ© Щ€Ш§Щ„ШЄШ№Щ„ЩЉЩ… ШЁЩ…Ш­Ш§ЩЃШёШ© Ш§Щ„Щ†Щ…Ш§Шµ","ШҐШЇШ§Ш±Ш© Ш§Щ„ШЄШ±ШЁЩЉШ© Щ€Ш§Щ„ШЄШ№Щ„ЩЉЩ… ШЁЩ…Ш­Ш§ЩЃШёШ© Ш§Щ„Щ†Щ…Ш§Шµ","Ш№ШіЩЉШ±","Ш§Щ„Щ†Щ…Ш§Шµ","Ш§Щ„Щ†Щ…Ш§Шµ","Ш§Щ„Щ†Щ…Ш§Шµ / Ш§Щ„ЩЃШ±Ш№Ш© Ш§Щ„ШґЩ…Ш§Щ„ЩЉШ©","g72510@namasedu.gov.sa","","","Ш§Щ„Щ…Ш±Ш­Щ„Ш© Ш§Щ„Ш§ШЁШЄШЇШ§Ш¦ЩЉШ©","ШЁЩ†Ш§ШЄ","1","1","0","5","5","0","1"
"18116","10486","Al-Mezahemeah Elementary School","","حكومي","مكتب التربية والتعليم بالجنوب","الإدارة العامة للتربية والتعليم الرياض","الرياض","المزاحمية","المزاحمية","المزاحمية / حى المدارس","pgmsalmezahe@sol.net.sa","5231938","0","المرحلة الابتدائية","بنين","364","268","96","27","27","0","13"
"46021","52637","The 1st intermediate school at badaya","1425","Ш­ЩѓЩ€Щ…ЩЉ","Щ…ЩѓШЄШЁ Ш§Щ„ШЄШ±ШЁЩЉШ© Щ€Ш§Щ„ШЄШ№Щ„ЩЉЩ… ЩЃЩЉ Щ…Ш­Ш§ЩЃШёШ© Ш§Щ„ШЁШЇШ§Ш¦Ш№","Ш§Щ„ШҐШЇШ§Ш±Ш© Ш§Щ„Ш№Ш§Щ…Ш© Щ„Щ„ШЄШ±ШЁЩЉШ© Щ€Ш§Щ„ШЄШ№Щ„ЩЉЩ… ШЁЩ…Щ†Ш·Щ‚Ш© Ш§Щ„Щ‚ШµЩЉЩ…","Ш§Щ„Щ‚ШµЩЉЩ…","Ш§Щ„ШЁШЇШ§Ш¦Ш№","Ш§Щ„ШЁШЇШ§Ш¦Ш№","","gk52637@qge.gov.sa","","","Ш§Щ„Щ…Ш±Ш­Щ„Ш© Ш§Щ„Щ…ШЄЩ€ШіШ·Ш©","ШЁЩ†Ш§ШЄ","8","8","0","11","11","0","1"
"15816","77665","The 1st Intermediate School at al khraibah","1408","حكومي","مركز اشراف ضباء","الإدارة العامة للتربية والتعليم بمنطقة تبوك","تبوك","ضباء","الخريبة","الخريبة","taboukgedu@moe.gov.sa","4342137","0","المرحلة المتوسطة","بنات","54","54","0","19","19","0","5"
"43001","22397","-","","?????","???? ??????? ? ??????? ???????","????? ??????? ???????? ??????? ????????","??????","","","","","","","????? ????","????","27","27","0","2","2","0","3"
"19354","26595","Amer","","حكومي","مكتب التربية والتعليم بجنوب مكة المكرمة","الإدارة العامة للتربية و التعليم بمنطقة مكة المكرمة","مكة المكرمة","مكة المكرمة","مكة المكرمة","العوالي شارع عبد العزيز الجفالي","pph123@hotmail.com","25583233","0","المرحلة الابتدائية","بنين","569","558","11","37","37","0","19"
"55066","175906","al taniab","1436","Ш­ЩѓЩ€Щ…ЩЉ","Ш§Щ„ШєШІШ§Щ„Ш©","Ш§Щ„ШҐШЇШ§Ш±Ш© Ш§Щ„Ш№Ш§Щ…Ш© Щ„Щ„ШЄШ±ШЁЩЉШ© Щ€Ш§Щ„ШЄШ№Щ„ЩЉЩ… ШЁЩ…Щ†Ш·Щ‚Ш© Ш­Ш§Ш¦Щ„","Ш­Ш§Ш¦Щ„","Ш§Щ„Ш­Ш§Ш¦Ш·","Ш§Щ„Ш­Ш§Ш¦Ш·","","17506@hailsa.gov.sa","","","ШЄШ№Щ„ЩЉЩ… ЩѓШЁШ§Ш±","ШЁЩ†Ш§ШЄ","27","27","0","1","1","0","1"
"17230","89915","jakarta","","حكومي","الادارة العامة للمدارس السعودية بالخارج","الإدارة العامة للمدارس السعودية بالخارج","الرياض","","","","","","","المرحلة المتوسطة","مدارس الخارج","203","134","69","34","17","17","12"
"23191","76130","Alasafea Primary School","1396","حكومي","محافظة تيماء","الإدارة العامة للتربية والتعليم بمنطقة تبوك","تبوك","تيماء","العسافية","تيماء-العسافية","sch130@tabukedu.gov.sa","1234567","0","المرحلة الابتدائية","بنين","77","77","0","18","17","1","6"
"19294","26274","Ohud","","حكومي","مكتب التربية والتعليم بشرق مكة المكرمة","الإدارة العامة للتربية و التعليم بمنطقة مكة المكرمة","مكة المكرمة","مكة المكرمة","مكة المكرمة","الشرائع - مخطط رقم ( 2 ) خلف مسجد الصواط","mkpgmeohd@sol.net.sa","5230991","25230991","المرحلة الابتدائية","بنين","347","330","17","21","21","0","12"
"19912","32261","Osaid bin Khudair","1406","حكومي","مكتب التربية والتعليم بوسط جدة","الإدارة العامة للتربية والتعليم بمحافظة جدة","مكة المكرمة","جده","جدة","حي الصفا مخطط المنح","32261@jedu.gov.sa","6934403","0","المرحلة الابتدائية","بنين","712","481","231","37","37","0","23"
"25969","31613","A'Roiyah A'Taiebah in Taif","1430","أهلي","مكتب التربية و التعليم بشرق الطائف","الإدارة العامة للتربية والتعليم بمحافظة الطائف","مكة المكرمة","الطائف","الطائف","شهار","alruya.ksa@gmail.com","7412222","7414222","المرحلة الابتدائية","بنات","148","142","6","18","18","0","9"
"26070","34128","The 100th Elementary School","1434","حكومي","مكتب إدارة التربية والتعليم- بشمال جدة","الإدارة العامة للتربية والتعليم بمحافظة جدة","مكة المكرمة","جده","جدة","أبحر الجنوبية 4","34128@jedu.gov.sa","","","المرحلة الابتدائية","بنات","229","188","41","15","15","0","7"
"30156","88618","Assadeliah Elementary school","1404","حكومي","مكتب التربية والتعليم بأبي عريش","الإدارة العامة للتربية والتعليم بمنطقة جازان","جازان","أبو عريش","أبو عريش","قرية السادلية","alsadeliah.p-s@hotmail.com","3315343","0","المرحلة الابتدائية","بنات","286","283","3","26","26","0","12"
"32339","88796","Al Khalawiah Elementary School","1412","Ш­ЩѓЩ€Щ…ЩЉ","Щ…ЩѓШЄШЁ Ш§Щ„ШЄШ±ШЁЩЉШ© Щ€Ш§Щ„ШЄШ№Щ„ЩЉЩ… ШЁШЁЩЉШґ","ШҐШЇШ§Ш±Ш© Ш§Щ„ШЄШ±ШЁЩЉШ© Щ€Ш§Щ„ШЄШ№Щ„ЩЉЩ… ШЁЩ…Ш­Ш§ЩЃШёШ© ШµШЁЩЉШ§","Ш¬Ш§ШІШ§Щ†","ШЁЩЉШґ","Ш§Щ„Ш®Щ„Ш§Щ€ЩЉШ© Щ€Ш§Щ„Щ†Ш¬Щ€Ш№","Ш§Щ„Ш®Щ„Ш§Щ€ЩЉШ© ШЁШЁЩЉШґ","sch88796@sabiaedu.gov.sa","","0","Ш§Щ„Щ…Ш±Ш­Щ„Ш© Ш§Щ„Ш§ШЁШЄШЇШ§Ш¦ЩЉШ©","ШЁЩ†Ш§ШЄ","192","192","0","25","25","0","7"
"11461","68249","-","","حكومي","سراة عبيدة","إدارة التربية والتعليم بمحافظة سراة عبيدة","عسير","سراة عبيدة","سبت بني بشر","ال عبيدية","sa68249@taleemsa.gov.sa","2620641","2620641","المرحلة المتوسطة","بنين","64","64","0","14","14","0","4"
"28313","62591","The 1st Elementary School at Behan","","حكومي","بللحمر","الإدارة العامة للتربية والتعليم بمنطقة عسير","عسير","أبـها","بيحان","بيحان","62591@assiredu.gov.sa","2746447","0","المرحلة الابتدائية","بنات","65","62","3","16","16","0","6"
"41798","82159","Kindergarten Makhwah seconds","1432","Ш­ЩѓЩ€Щ…ЩЉ","Щ…ЩѓШЄШЁ Ш§Щ„ШЄШ±ШЁЩЉШ© Щ€Ш§Щ„ШЄШ№Щ„ЩЉЩ… ШЁШ§Щ„Щ…Ш®Щ€Ш§Ш©","ШҐШЇШ§Ш±Ш© Ш§Щ„ШЄШ±ШЁЩЉШ© Щ€Ш§Щ„ШЄШ№Щ„ЩЉЩ… ШЁЩ…Ш­Ш§ЩЃШёШ© Ш§Щ„Щ…Ш®Щ€Ш§Ш©","Ш§Щ„ШЁШ§Ш­Ш©","Ш§Щ„Щ…Ш®Щ€Ш§Ш©","Ш§Щ„Щ…Ш®Щ€Ш§Ш©","","azezah9999@hotmail.com","","","Ш±ЩЉШ§Ш¶ ШЈШ·ЩЃШ§Щ„","ШЁЩ†Ш§ШЄ","111","111","0","11","11","0","6"
"20013","32367","kaab bin zuhaar","1370","حكومي","مكتب التربية والتعليم برابغ","الإدارة العامة للتربية والتعليم بمحافظة جدة","مكة المكرمة","رابغ","رابغ","وادي حجر","32367@jedu.gov.sa","22884128","0","المرحلة الابتدائية","بنين","58","57","1","9","9","0","6"
"44955","31876","Al-kobara Elementary School at Al-khormah","1433","Ш­ЩѓЩ€Щ…ЩЉ","Щ…ЩѓШЄШЁ Ш§Щ„ШЄШ±ШЁЩЉЩ‡ Щ€ Ш§Щ„ШЄШ№Щ„ЩЉЩ… ШЁШ§Щ„Ш®Ш±Щ…Щ‡","Ш§Щ„ШҐШЇШ§Ш±Ш© Ш§Щ„Ш№Ш§Щ…Ш© Щ„Щ„ШЄШ±ШЁЩЉШ© Щ€Ш§Щ„ШЄШ№Щ„ЩЉЩ… ШЁЩ…Ш­Ш§ЩЃШёШ© Ш§Щ„Ш·Ш§Ш¦ЩЃ","Щ…ЩѓШ© Ш§Щ„Щ…ЩѓШ±Щ…Ш©","Ш§Щ„Ш®Ш±Щ…Ш©","Ш§Щ„Ш®Ш±Щ…Ш©","","31876@taifged.gov.sa","","","Ш§Щ„Щ…Ш±Ш­Щ„Ш© Ш§Щ„Ш§ШЁШЄШЇШ§Ш¦ЩЉШ©","ШЁЩ†Ш§ШЄ","36","36","0","5","5","0","3"
"24055","87282","saheb al bar","1430","حكومي","صامطة","الإدارة العامة للتربية والتعليم بمنطقة جازان","جازان","صامطة","صامطة","جازان - صاحب البار","asdfg-992011@hotmail.com","3123259","0","المرحلة الابتدائية","بنين","78","78","0","10","10","0","6"
"21007","47242","Umm al qure","","حكومي","مكتب التربية والتعليم شمال بريدة","الإدارة العامة للتربية والتعليم بمنطقة القصيم","القصيم","بريدة","بريدة","القصيم-بريدة-الفايزية ب","p-am-algora@qbe.gov.sa","3840698","0","المرحلة الابتدائية","بنين","159","137","22","16","16","0","10"
"46265","31692","The Fifteenth Kindergarten in Taif","1434","Ш­ЩѓЩ€Щ…ЩЉ","Щ…ЩѓШЄШЁ Ш§Щ„ШЄШ±ШЁЩЉШ© Щ€ Ш§Щ„ШЄШ№Щ„ЩЉЩ… ШЁШ§Щ„Ш­Щ€ЩЉШ©","Ш§Щ„ШҐШЇШ§Ш±Ш© Ш§Щ„Ш№Ш§Щ…Ш© Щ„Щ„ШЄШ±ШЁЩЉШ© Щ€Ш§Щ„ШЄШ№Щ„ЩЉЩ… ШЁЩ…Ш­Ш§ЩЃШёШ© Ш§Щ„Ш·Ш§Ш¦ЩЃ","Щ…ЩѓШ© Ш§Щ„Щ…ЩѓШ±Щ…Ш©","Ш§Щ„Ш·Ш§Ш¦ЩЃ","Ш§Щ„Ш·Ш§Ш¦ЩЃ","Щ…ШЇЩ†ЩЉШ© Ш§Щ„Щ…Щ„Щѓ Ш®Ш§Щ„ШЇ Ш§Щ„ШіЩѓЩ†ЩЉЩ‡ ШЁШ§Щ„Ш­Ш±Ші Ш§Щ„Щ€Ш·Щ†ЩЉ","memalotb__@hotmail.com","","","Ш±ЩЉШ§Ш¶ ШЈШ·ЩЃШ§Щ„","ШЁЩ†Ш§ШЄ","94","94","0","9","9","0","6"
